,Review Text,Polarity_Rating
1583,night 30th Jan trying sleep long day flown Delhi early morning checked late evening work heard drilling noise waited approx 10 mins go away assuming emergency work carried However noise didnt subside called Guest Services informed told duty manager informed get touch 30 minutes later noise stop anyone called called Guest Services told duty manager call back almost 45 minutes around 0045AM hours drilling noise stopped tried get back sleep knockinghammering noise started called guest…,Negative
439,TajLandsEnd Mumbai 5starslyers disrespect 97db thinking quiet peaceful Hotel Mumbai run away Taj Lands End noisiest ever Hotel staying three Pilar’s Taj Lands End must renamed Noise Expensive Disrespectful Open Air Party every two days Marathon starting point front Hotel calling departure 4 Sunday mornings,Negative
2938,wanted try buffet Taj Lands End visited restaurant allowed entry photo shoot food buffet display saw food laid eating see distance one afternoon option try another restaurant hotel rather go elsewhere opted Maritime Italian Restaurant hotel Great ambience fancy helpful hotel staff Outrageously priced outrageous food Except starter Foccacia others fell short expectation ordered lamb stew got meat tough bed rice Risotto reason finished thought wasting high priced food are…,Negative
212,poor customer service think prime location people keep coming kind experience employees service dont think one stay several hotels Mumbai offer better value customer services,Negative
976,situation becoming worse every outing stayed three times last month every time experiencing different issue Somehow Lands End past glory days still carry charm patches,Negative
1384,stayed Taj Lands End March 2730 checked blocked preauthorisation deposit credit card standard procedure whats freaking annoying still havent released amount month already paid full amount upon checkout supposed release amount right away hotel ever done kind crap calling Taj many times keep saying taken care extremely inconvenient,Negative
822,coming Taj Lands End last 15 years least longer friends family business conferences much complain ambience service food today first visit father could find nursing station told staff use ladies Expected Taj much better disappointing,Negative
1274,stayed Taj hotels disappointed service hotel Stayed 4 nights one occasion service let Attention detail around food provision restaurant breakfast take away lacking poor example ordered breakfast go leaving hotel 630am specified agreed contents night contents agreed thought ie Gave yoghurt spoon Normally get brilliant service delivery requests answered shame rooms nice enough anything special tbh facilities good,Negative
472,Unfortunately whole 14th floor filled bad odour stinking like rotten fish Despite informing front desk room service action taken hotel get floor changed second night,Negative
1491,stayed Taj 2013 family best holiday service amazing checking 11th march 2017 gave us 17th floor coming lift smell terrible wondering people stays floor coming room God terrible seating bed started feeling aching like dirt place couldnt wait phone working internet wasnt working go reception told paying money need good room clean different floor smell terrible 17th floor said rooms clean gave us floor room 1711 terrible feel eaching seriously never ever go back hotel inform family friends comes time time check pay money and…,Negative
